"type","value","count","flag","part","Iteration"
"tag","SNS15",3,"conference","2015-10",1
"tag","ASHG15",2,"conference","2015-10",1
"tag","Liver15",2,"conference","2015-10",1
"tag","AHRQconf2015",1,"conference","2015-10",1
"tag","cap15",1,"conference","2015-10",1
"tag","DigiMed15",1,"conference","2015-10",1
"tag","ESCAP2015",1,"conference","2015-10",1
"tag","ESPE2015",1,"conference","2015-10",1
"tag","HillDay15",1,"conference","2015-10",1
"tag","JSM2015",1,"conference","2015-10",1
"tag","LIVES2015",1,"conference","2015-10",1
"tag","PersMedConf",1,"conference","2015-10",1
"tag","Platform2015",1,"conference","2015-10",1
"tag","PMConf",1,"conference","2015-10",1
"tag","techex15",1,"conference","2015-10",1
"tag","medicine",90,"mesh","2015-10",1
"tag","nanotechnology",7,"mesh","2015-10",1
"tag","Policy",7,"mesh","2015-10",1
"tag","Pathology",4,"mesh","2015-10",1
"tag","brain",3,"mesh","2015-10",1
"tag","obesity",3,"mesh","2015-10",1
"tag","research",2,"mesh","2015-10",1
"tag","bioethics",1,"mesh","2015-10",1
"tag","biotechnology",1,"mesh","2015-10",1
"tag","Boston",1,"mesh","2015-10",1
"tag","fertility",1,"mesh","2015-10",1
"tag","genotype",1,"mesh","2015-10",1
"tag","myopia",1,"mesh","2015-10",1
"tag","nutrition",1,"mesh","2015-10",1
"tag","patients",1,"mesh","2015-10",1
"tag","Pharmacogenetics",1,"mesh","2015-10",1
"tag","telemedicine",1,"mesh","2015-10",1
"tag","work",1,"mesh","2015-10",1
"tag","WashingtonDC",7,"none","2015-10",1
"tag","conscioushealthsolutions",6,"none","2015-10",1
"tag","genetictesting",5,"none","2015-10",1
"tag","healthcare",5,"none","2015-10",1
"tag","1000dollargenome",4,"none","2015-10",1
"tag","3dprinting",4,"none","2015-10",1
"tag","mecfs",4,"none","2015-10",1
"tag","MEDesignUVA",4,"none","2015-10",1
"tag","NACFC",4,"none","2015-10",1
"tag","plasticsurgery",4,"none","2015-10",1
"tag","PM101",4,"none","2015-10",1
"tag","UK",4,"none","2015-10",1
"tag","CME",3,"none","2015-10",1
"tag","companiondiagnostics",3,"none","2015-10",1
"tag","enjoy",3,"none","2015-10",1
"tag","hartvandezorg",3,"none","2015-10",1
"tag","innovation",3,"none","2015-10",1
"tag","NLMGRUInformatics",3,"none","2015-10",1
"tag","UBC's",3,"none","2015-10",1
"tag","waardevandiagnostiek",3,"none","2015-10",1
"tag","BIOTECHNICA",2,"none","2015-10",1
"tag","FOAMed",2,"none","2015-10",1
"tag","genomes",2,"none","2015-10",1
"tag","hadoop",2,"none","2015-10",1
"tag","INTERFACESUMMIT",2,"none","2015-10",1
"tag","opioids",2,"none","2015-10",1
"tag","personalized-medicine",2,"none","2015-10",1
"top_twitterer","Personal_Med",144,"none","2015-2",2
"top_twitterer","cathcoste",96,"none","2015-2",2
"top_twitterer","NoSQLDigest",71,"none","2015-2",2
"top_twitterer","JenniferJoeMD",43,"none","2015-2",2
"top_twitterer","BioSquat",28,"none","2015-2",2
"top_twitterer","genescript",18,"none","2015-2",2
"top_twitterer","medstro",18,"none","2015-2",2
"top_twitterer","cancrdaily",16,"none","2015-2",2
"top_twitterer","BarnettandAssoc",7,"none","2015-2",2
"top_twitterer","Genomeducator",7,"none","2015-2",2
"top_twitterer","StationXInc",6,"none","2015-2",2
"top_twitterer","Pharma_BI",3,"none","2015-2",2
"top_twitterer","StefanieButland",3,"none","2015-2",2
"top_twitterer","MariaSoo_",1,"none","2015-2",2
"top_hashtag","medicine",243,"none","2015-2",2
"top_hashtag","personalizedmedicine",227,"none","2015-2",2
"top_hashtag","personalized",191,"none","2015-2",2
"top_hashtag","Precision",124,"none","2015-2",2
"top_hashtag","Cancer",94,"none","2015-2",2
"top_hashtag","PrecisionMedicine",82,"none","2015-2",2
"top_hashtag","pancreaticcancer",68,"none","2015-2",2
"top_hashtag","IBMInterConnect",59,"none","2015-2",2
"top_hashtag","healthcare",34,"none","2015-2",2
"top_hashtag","analytics",33,"none","2015-2",2
"top_hashtag","KnowYourTumor",33,"none","2015-2",2
"top_hashtag","RareDisease",31,"none","2015-2",2
"top_hashtag","diabetes",27,"none","2015-2",2
"top_hashtag","MHVF",26,"none","2015-2",2
"tag","AGBT15",16,"conference","2015-2",2
"tag","PMWC15",12,"conference","2015-2",2
"tag","HEM15",8,"conference","2015-2",2
"tag","PMWCUK15",8,"conference","2015-2",2
"tag","SCAI2015",7,"conference","2015-2",2
"tag","AACRGen15",6,"conference","2015-2",2
"tag","AAASmtg",5,"conference","2015-2",2
"tag","SLAS2015",5,"conference","2015-2",2
"tag","ACR2015",4,"conference","2015-2",2
"tag","PMSUMMIT2015",4,"conference","2015-2",2
"tag","GU15",3,"conference","2015-2",2
"tag","PHPC15",3,"conference","2015-2",2
"tag","ELAPM2015",2,"conference","2015-2",2
"tag","futurehc15",2,"conference","2015-2",2
"tag","Healthcare2015HBS",2,"conference","2015-2",2
"tag","lnif15",2,"conference","2015-2",2
"tag","ONC2015",2,"conference","2015-2",2
"tag","AAAAI15",1,"conference","2015-2",2
"tag","ADSummit15",1,"conference","2015-2",2
"tag","epiwm2015",1,"conference","2015-2",2
"tag","ONC2015Web",1,"conference","2015-2",2
"tag","PMWC15..",1,"conference","2015-2",2
"tag","PMWC2015",1,"conference","2015-2",2
"tag","PWMC15",1,"conference","2015-2",2
"tag","SOTU2015",1,"conference","2015-2",2
"tag","uclamodernhealth2015",1,"conference","2015-2",2
"tag","WConcology2015",1,"conference","2015-2",2
"tag","WISH2015",1,"conference","2015-2",2
"tag","medicine",243,"mesh","2015-2",2
"tag","patients",20,"mesh","2015-2",2
"tag","ethics",14,"mesh","2015-2",2
"tag","Research",9,"mesh","2015-2",2
"tag","Genome",8,"mesh","2015-2",2
"tag","Obesity",6,"mesh","2015-2",2
"tag","Pathology",6,"mesh","2015-2",2
"tag","Proteomics",6,"mesh","2015-2",2
"tag","child",5,"mesh","2015-2",2
"tag","exercise",5,"mesh","2015-2",2
"tag","Arthritis",4,"mesh","2015-2",2
"tag","dataset",4,"mesh","2015-2",2
"tag","Paraganglioma",4,"mesh","2015-2",2
"tag","Pharmacy",4,"mesh","2015-2",2
"tag","vincristine",4,"mesh","2015-2",2
"tag","insulin",3,"mesh","2015-2",2
"tag","osteoarthritis",3,"mesh","2015-2",2
"tag","pediatrics",3,"mesh","2015-2",2
"tag","warfarin",3,"mesh","2015-2",2
"tag","acupuncture",2,"mesh","2015-2",2
"tag","ARM",2,"mesh","2015-2",2
"tag","basketball",2,"mesh","2015-2",2
"tag","diagnosis",2,"mesh","2015-2",2
"tag","Environment",2,"mesh","2015-2",2
"tag","Idaho",2,"mesh","2015-2",2
"tag","Informatics",2,"mesh","2015-2",2
"tag","Lung",2,"mesh","2015-2",2
"tag","nutrigenomics",2,"mesh","2015-2",2
"tag","Pharmacogenetics",2,"mesh","2015-2",2
"tag","radiology",2,"mesh","2015-2",2
"tag","Tamoxifen",2,"mesh","2015-2",2
"tag","canada",1,"mesh","2015-2",2
"tag","chemistry",1,"mesh","2015-2",2
"tag","Clozapine",1,"mesh","2015-2",2
"tag","codeine",1,"mesh","2015-2",2
"tag","diet",1,"mesh","2015-2",2
"tag","education",1,"mesh","2015-2",2
"tag","employment",1,"mesh","2015-2",2
"tag","fibromyalgia",1,"mesh","2015-2",2
"tag","glioblastoma",1,"mesh","2015-2",2
"tag","Hematology",1,"mesh","2015-2",2
"tag","history",1,"mesh","2015-2",2
"tag","homeopathy",1,"mesh","2015-2",2
"tag","hospitals",1,"mesh","2015-2",2
"tag","Hypertension",1,"mesh","2015-2",2
"tag","Immunotherapy",1,"mesh","2015-2",2
"tag","Israel",1,"mesh","2015-2",2
"tag","leukemia",1,"mesh","2015-2",2
"tag","life",1,"mesh","2015-2",2
"tag","Longevity",1,"mesh","2015-2",2
"tag","NEJMForum",26,"none","2015-2",2
"tag","GeneDose",22,"none","2015-2",2
"tag","DataScience",21,"none","2015-2",2
"tag","pharma",20,"none","2015-2",2
"tag","healthIT",19,"none","2015-2",2
"tag","medical",17,"none","2015-2",2
"tag","Pminetwork",16,"none","2015-2",2
"tag","breastcancer",15,"none","2015-2",2
"tag","Obama’s",14,"none","2015-2",2
"tag","BRCA",13,"none","2015-2",2
"tag","Pharmacogenomics",13,"none","2015-2",2
"tag","CoriellLifeSciences",12,"none","2015-2",2
"tag","drug",12,"none","2015-2",2
"tag","Fastexpandingmarkets",12,"none","2015-2",2
"tag","SoftLayer",12,"none","2015-2",2
"tag","TRICON",12,"none","2015-2",2
"tag","Vancouver",12,"none","2015-2",2
"tag","ePharma",11,"none","2015-2",2
"tag","fda",11,"none","2015-2",2
"tag","PM101",11,"none","2015-2",2
"tag","cloud",10,"none","2015-2",2
"tag","Google",10,"none","2015-2",2
"tag","HIE",10,"none","2015-2",2
"tag","Medivizor",10,"none","2015-2",2
"tag","startup",10,"none","2015-2",2
"tag","Canadians",9,"none","2015-2",2
"tag","LSIPublicTalks",9,"none","2015-2",2
"tag","mitsloanbioinnovations",9,"none","2015-2",2
"tag","UBC",9,"none","2015-2",2
"tag","WorldCancerDay",9,"none","2015-2",2
"tag","BGH",8,"none","2015-2",2
"top_twitterer","PassionQuotient",4950,"none","2015-3",3
"top_twitterer","Promo_Boost",3461,"none","2015-3",3
"top_twitterer","Biz_Health",431,"none","2015-3",3
"top_twitterer","IntelHealth",276,"none","2015-3",3
"top_twitterer","telemedicine101",207,"none","2015-3",3
"top_twitterer","Personal_Med",142,"none","2015-3",3
"top_twitterer","NoSQLDigest",139,"none","2015-3",3
"top_twitterer","cathcoste",131,"none","2015-3",3
"top_twitterer","GenomeBC",84,"none","2015-3",3
"top_twitterer","Diaceutics",54,"none","2015-3",3
"top_twitterer","BioSquat",37,"none","2015-3",3
"top_twitterer","ngodingkode",37,"none","2015-3",3
"top_twitterer","cancrdaily",19,"none","2015-3",3
"top_twitterer","BarnettandAssoc",14,"none","2015-3",3
"top_hashtag","Medicine",283,"none","2015-3",3
"top_hashtag","Personalized",223,"none","2015-3",3
"top_hashtag","PersonalizedMedicine",158,"none","2015-3",3
"top_hashtag","39;s",157,"none","2015-3",3
"top_hashtag","AngelinaJolie",157,"none","2015-3",3
"top_hashtag","HarvardHealth",147,"none","2015-3",3
"top_hashtag","Precision",141,"none","2015-3",3
"top_hashtag","Cancer",123,"none","2015-3",3
"top_hashtag","healthcare",83,"none","2015-3",3
"top_hashtag","PrecisionMedicine",79,"none","2015-3",3
"top_hashtag","BigQuery",52,"none","2015-3",3
"top_hashtag","cryptography",49,"none","2015-3",3
"top_hashtag","privacy",42,"none","2015-3",3
"top_hashtag","NATURE",37,"none","2015-3",3
"tag","PMSUMMIT2015",17,"conference","2015-3",3
"tag","PMWC15",15,"conference","2015-3",3
"tag","SXSW2015",15,"conference","2015-3",3
"tag","Garages2015",14,"conference","2015-3",3
"tag","FOGM15",12,"conference","2015-3",3
"tag","SGO2015",10,"conference","2015-3",3
"tag","ACMGMtg",8,"conference","2015-3",3
"tag","APhA2015",6,"conference","2015-3",3
"tag","FWIS2015",6,"conference","2015-3",3
"tag","ACC15",5,"conference","2015-3",3
"tag","ACLA15",5,"conference","2015-3",3
"tag","CEDLSC15",5,"conference","2015-3",3
"tag","MDBiotech15",5,"conference","2015-3",3
"tag","ci4cc2015",4,"conference","2015-3",3
"tag","Cures2015’s",4,"conference","2015-3",3
"tag","ieepo2015",4,"conference","2015-3",3
"tag","lseds15",4,"conference","2015-3",3
"tag","OracleIC15-",4,"conference","2015-3",3
"tag","RIMS2015",4,"conference","2015-3",3
"tag","TBICRI15",4,"conference","2015-3",3
"tag","Dx32015",3,"conference","2015-3",3
"tag","eHITS2015",3,"conference","2015-3",3
"tag","sxsw15",3,"conference","2015-3",3
"tag","2015FEST",2,"conference","2015-3",3
"tag","aahb2015",2,"conference","2015-3",3
"tag","Biovision2015",2,"conference","2015-3",3
"tag","cgc15",2,"conference","2015-3",3
"tag","Cures2015",2,"conference","2015-3",3
"tag","ECR2015",2,"conference","2015-3",3
"tag","HIDS15",2,"conference","2015-3",3
"tag","hopa15",2,"conference","2015-3",3
"tag","PHF15",2,"conference","2015-3",3
"tag","AAPA2015",1,"conference","2015-3",3
"tag","ACT2015",1,"conference","2015-3",3
"tag","BES2015",1,"conference","2015-3",3
"tag","CALBIO2015",1,"conference","2015-3",3
"tag","GU15",1,"conference","2015-3",3
"tag","healthcare15",1,"conference","2015-3",3
"tag","HIMSS15",1,"conference","2015-3",3
"tag","hitcon15",1,"conference","2015-3",3
"tag","HVE2015",1,"conference","2015-3",3
"tag","ICNCC15S",1,"conference","2015-3",3
"tag","NHIA15 

",1,"conference","2015-3",3
"tag","patients2015",1,"conference","2015-3",3
"tag","pmed2015",1,"conference","2015-3",3
"tag","PMISUMMIT2015",1,"conference","2015-3",3
"tag","PMWCUK15",1,"conference","2015-3",3
"tag","pophealth15",1,"conference","2015-3",3
"tag","TED2015",1,"conference","2015-3",3
"tag","USCAP2015",1,"conference","2015-3",3
"tag","Medicine",283,"mesh","2015-3",3
"tag","privacy",42,"mesh","2015-3",3
"tag","NATURE",37,"mesh","2015-3",3
"tag","Pathology",9,"mesh","2015-3",3
"tag","melanoma",8,"mesh","2015-3",3
"tag","biotechnology",6,"mesh","2015-3",3
"tag","Radiology",6,"mesh","2015-3",3
"tag","colon",5,"mesh","2015-3",3
"tag","genome",5,"mesh","2015-3",3
"tag","patients",5,"mesh","2015-3",3
"tag","technology",5,"mesh","2015-3",3
"tag","basketball",4,"mesh","2015-3",3
"tag","Bioethics",4,"mesh","2015-3",3
"tag","disease",4,"mesh","2015-3",3
"tag","physicians",4,"mesh","2015-3",3
"tag","Research",4,"mesh","2015-3",3
"tag","Canada",3,"mesh","2015-3",3
"tag","heart",3,"mesh","2015-3",3
"tag","Politics",3,"mesh","2015-3",3
"tag","Clozapine",2,"mesh","2015-3",3
"tag","confidentiality",2,"mesh","2015-3",3
"tag","empathy",2,"mesh","2015-3",3
"tag","leukemia",2,"mesh","2015-3",3
"tag","mesothelioma",2,"mesh","2015-3",3
"tag","nutrigenomics",2,"mesh","2015-3",3
"tag","Pharmacogenetics",2,"mesh","2015-3",3
"tag","Pharmacy",2,"mesh","2015-3",3
"tag","robotics",2,"mesh","2015-3",3
"tag","solutions",2,"mesh","2015-3",3
"tag","Tamoxifen",2,"mesh","2015-3",3
"tag","viruses",2,"mesh","2015-3",3
"tag","amoxicillin",1,"mesh","2015-3",3
"tag","anxiety",1,"mesh","2015-3",3
"tag","awareness",1,"mesh","2015-3",3
"tag","Berlin",1,"mesh","2015-3",3
"tag","Cardiology",1,"mesh","2015-3",3
"tag","Chicago",1,"mesh","2015-3",3
"tag","Child",1,"mesh","2015-3",3
"tag","citalopram",1,"mesh","2015-3",3
"tag","crowdsourcing",1,"mesh","2015-3",3
"tag","digoxin",1,"mesh","2015-3",3
"tag","etiology",1,"mesh","2015-3",3
"tag","flecainide",1,"mesh","2015-3",3
"tag","geriatrics",1,"mesh","2015-3",3
"tag","Illinois",1,"mesh","2015-3",3
"tag","Israel",1,"mesh","2015-3",3
"tag","Life",1,"mesh","2015-3",3
"tag","lung",1,"mesh","2015-3",3
"tag","marketing",1,"mesh","2015-3",3
"tag","Music",1,"mesh","2015-3",3
"tag","NOVAnext",35,"none","2015-3",3
"tag","AI",34,"none","2015-3",3
"tag","pharma",29,"none","2015-3",3
"tag","sxsw",29,"none","2015-3",3
"tag","digitalhealth",28,"none","2015-3",3
"tag","Analytics",26,"none","2015-3",3
"tag","MHVF",25,"none","2015-3",3
"tag","pm101",24,"none","2015-3",3
"tag","3Dprinting",23,"none","2015-3",3
"tag","MachineLearning",23,"none","2015-3",3
"tag","path2cures",22,"none","2015-3",3
"tag","tech",19,"none","2015-3",3
"tag","BRCA",18,"none","2015-3",3
"tag","UCLA",18,"none","2015-3",3
"tag","breastcancer",17,"none","2015-3",3
"tag","Spotlight",17,"none","2015-3",3
"tag","HCSM",16,"none","2015-3",3
"tag","infographic",16,"none","2015-3",3
"tag","cloud",14,"none","2015-3",3
"tag","healthit",14,"none","2015-3",3
"tag","Medical",14,"none","2015-3",3
"tag","security",14,"none","2015-3",3
"tag","Alzheimer",13,"none","2015-3",3
"tag","Biotech",11,"none","2015-3",3
"tag","Biorepositories",10,"none","2015-3",3
"tag","data",10,"none","2015-3",3
"tag","hit",10,"none","2015-3",3
"tag","medtech",10,"none","2015-3",3
"tag","Oncology",10,"none","2015-3",3
"tag","Pharmacogenomics",10,"none","2015-3",3
"top_twitterer","telemedicine101",560,"none","2015-4",4
"top_twitterer","Personal_Med",319,"none","2015-4",4
"top_twitterer","BioSquat",157,"none","2015-4",4
"top_twitterer","NoSQLDigest",118,"none","2015-4",4
"top_twitterer","cathcoste",80,"none","2015-4",4
"top_twitterer","GenomeBC",69,"none","2015-4",4
"top_twitterer","OncLive",69,"none","2015-4",4
"top_twitterer","GeneticLiteracy",49,"none","2015-4",4
"top_twitterer","MedicineWorld1",43,"none","2015-4",4
"top_twitterer","WittKieffer",15,"none","2015-4",4
"top_twitterer","lexinerus",9,"none","2015-4",4
"top_twitterer","Genomeducator",8,"none","2015-4",4
"top_twitterer","MariaSoo_",1,"none","2015-4",4
"top_twitterer","gentoxtesting",1,"none","2015-4",4
"top_hashtag","Medicine",731,"none","2015-4",4
"top_hashtag","Personalized",631,"none","2015-4",4
"top_hashtag","Precision",554,"none","2015-4",4
"top_hashtag","PersonalizedMedicine",178,"none","2015-4",4
"top_hashtag","precisionmedicine",154,"none","2015-4",4
"top_hashtag","cancer",104,"none","2015-4",4
"top_hashtag","HealthCare",67,"none","2015-4",4
"top_hashtag","abcdrbchat",63,"none","2015-4",4
"top_hashtag","melanoma",63,"none","2015-4",4
"top_hashtag","CancerFilm",54,"none","2015-4",4
"top_hashtag","HIMSS15",54,"none","2015-4",4
"top_hashtag","datascience",53,"none","2015-4",4
"top_hashtag","AI",45,"none","2015-4",4
"top_hashtag","DigitalHealth",44,"none","2015-4",4
"tag","HIMSS15",54,"conference","2015-4",4
"tag","PMSUMMIT2015",18,"conference","2015-4",4
"tag","RIMS2015",17,"conference","2015-4",4
"tag","AACR15",14,"conference","2015-4",4
"tag","biovision2015",14,"conference","2015-4",4
"tag","pmwc15",14,"conference","2015-4",4
"tag","pmwcuk15",12,"conference","2015-4",4
"tag","ISBER2015",9,"conference","2015-4",4
"tag","dbt2015",6,"conference","2015-4",4
"tag","PersonalMed15",6,"conference","2015-4",4
"tag","BioIT15",3,"conference","2015-4",4
"tag","CARTaGENE2015",3,"conference","2015-4",4
"tag","ci4cc2015",3,"conference","2015-4",4
"tag","COA2015",3,"conference","2015-4",4
"tag","genetics15",3,"conference","2015-4",4
"tag","NESigmaXi2015",3,"conference","2015-4",4
"tag","ObesityMedicine2015",3,"conference","2015-4",4
"tag","PersonalMed15
https:…",3,"conference","2015-4",4
"tag","PMWCUK2015",3,"conference","2015-4",4
"tag","aacr2015",2,"conference","2015-4",4
"tag","AHLA15",2,"conference","2015-4",4
"tag","CIO15",2,"conference","2015-4",4
"tag","csn15",2,"conference","2015-4",4
"tag","PersonalMed15...",2,"conference","2015-4",4
"tag","SCAI2015",2,"conference","2015-4",4
"tag","Sgim15",2,"conference","2015-4",4
"tag","WHPC15)",2,"conference","2015-4",4
"tag","wmsymp2015",2,"conference","2015-4",4
"tag","ahcj2015",1,"conference","2015-4",4
"tag","APBDResearchnews2015",1,"conference","2015-4",4
"tag","Build2015",1,"conference","2015-4",4
"tag","cpm15",1,"conference","2015-4",4
"tag","DDW15",1,"conference","2015-4",4
"tag","eHITS2015",1,"conference","2015-4",4
"tag","FWIS2015",1,"conference","2015-4",4
"tag","HIMMS15",1,"conference","2015-4",4
"tag","HIMSS15BlogCarnival",1,"conference","2015-4",4
"tag","HIMSS2015",1,"conference","2015-4",4
"tag","HWTM15",1,"conference","2015-4",4
"tag","kaar-ALM2015",1,"conference","2015-4",4
"tag","kispDay2015",1,"conference","2015-4",4
"tag","madsci2015",1,"conference","2015-4",4
"tag","OSSD15",1,"conference","2015-4",4
"tag","PersonalMed15
https://t.co/H7vtpKbmXE",1,"conference","2015-4",4
"tag","pmed2015",1,"conference","2015-4",4
"tag","RIMS2015",1,"conference","2015-4",4
"tag","sbc2015",1,"conference","2015-4",4
"tag","sppac2015",1,"conference","2015-4",4
"tag","TranslationalScience2015",1,"conference","2015-4",4
"tag","wmbiochem2015",1,"conference","2015-4",4
"tag","Medicine",731,"mesh","2015-4",4
"tag","melanoma",63,"mesh","2015-4",4
"tag","immunotherapy",14,"mesh","2015-4",4
"tag","Obesity",11,"mesh","2015-4",4
"tag","technology",10,"mesh","2015-4",4
"tag","statistics",9,"mesh","2015-4",4
"tag","research",8,"mesh","2015-4",4
"tag","Vaccines",8,"mesh","2015-4",4
"tag","schizophrenia",7,"mesh","2015-4",4
"tag","privacy",6,"mesh","2015-4",4
"tag","Dermatology",5,"mesh","2015-4",4
"tag","education",5,"mesh","2015-4",4
"tag","disease",4,"mesh","2015-4",4
"tag","Heart",4,"mesh","2015-4",4
"tag","homeopathy",4,"mesh","2015-4",4
"tag","pathology",4,"mesh","2015-4",4
"tag","software",4,"mesh","2015-4",4
"tag","nutrition",3,"mesh","2015-4",4
