"type","value","count","flag","part","Iteration"
"tag","data",22,"none","2015-2",1
"tag","HealthIT",22,"none","2015-2",1
"tag","atk",21,"none","2015-2",1
"tag","innovation",21,"none","2015-2",1
"tag","letsFootball",21,"none","2015-2",1
"tag","lungcancer",21,"none","2015-2",1
"tag","TRICON",21,"none","2015-2",1
"tag","ALS",20,"none","2015-2",1
"tag","DataScience",20,"none","2015-2",1
"tag","TCGA",20,"none","2015-2",1
"tag","crop",19,"none","2015-2",1
"tag","GWAS",19,"none","2015-2",1
"tag","microbiome",19,"none","2015-2",1
"tag","MND",19,"none","2015-2",1
"tag","Telehealth",19,"none","2015-2",1
"top_twitterer","GenomicsRR",6501,"none","2015-3",2
"top_twitterer","cathcoste",1161,"none","2015-3",2
"top_twitterer","Paul_Sonnier",978,"none","2015-3",2
"top_twitterer","SeqComplete",937,"none","2015-3",2
"top_twitterer","westr",859,"none","2015-3",2
"top_twitterer","EricTopol",846,"none","2015-3",2
"top_twitterer","Primary_Immune1",773,"none","2015-3",2
"top_twitterer","sl1lm",723,"none","2015-3",2
"top_twitterer","NoSQLDigest",711,"none","2015-3",2
"top_twitterer","GenomeBiology",654,"none","2015-3",2
"top_twitterer","Genomicswatch",546,"none","2015-3",2
"top_twitterer","illumina",538,"none","2015-3",2
"top_twitterer","DrKhouryCDC",514,"none","2015-3",2
"top_twitterer","moorejh",447,"none","2015-3",2
"top_hashtag","RareDisease",1170,"none","2015-3",2
"top_hashtag","Cancer",872,"none","2015-3",2
"top_hashtag","FOGM15",722,"none","2015-3",2
"top_hashtag","biotech",479,"none","2015-3",2
"top_hashtag","PrecisionMedicine",441,"none","2015-3",2
"top_hashtag","Medicine",435,"none","2015-3",2
"top_hashtag","digitalhealth",430,"none","2015-3",2
"top_hashtag","NGS",330,"none","2015-3",2
"top_hashtag","bioinformatics",322,"none","2015-3",2
"top_hashtag","GBDM",240,"none","2015-3",2
"top_hashtag","indivmed",223,"none","2015-3",2
"top_hashtag","ACMGMtg",212,"none","2015-3",2
"top_hashtag","Genome",184,"none","2015-3",2
"top_hashtag","personalizedmedicine",182,"none","2015-3",2
"tag","FOGM15",722,"conference","2015-3",2
"tag","ACMGMtg",212,"conference","2015-3",2
"tag","gfia2015",89,"conference","2015-3",2
"tag","AGBT15",72,"conference","2015-3",2
"tag","JGI2015",68,"conference","2015-3",2
"tag","egsym15",48,"conference","2015-3",2
"tag","CALBIO2015",39,"conference","2015-3",2
"tag","WDMC15",36,"conference","2015-3",2
"tag","Fungal15",32,"conference","2015-3",2
"tag","HGM2015",29,"conference","2015-3",2
"tag","CI4CC2015",28,"conference","2015-3",2
"tag","HCS15",28,"conference","2015-3",2
"tag","HIMSS15",27,"conference","2015-3",2
"tag","GRD15",25,"conference","2015-3",2
"tag","TBICRI15",25,"conference","2015-3",2
"tag","hopa15",23,"conference","2015-3",2
"tag","sgo2015",23,"conference","2015-3",2
"tag","CUGH2015",21,"conference","2015-3",2
"tag","USCAP2015",20,"conference","2015-3",2
"tag","EHWK15",18,"conference","2015-3",2
"tag","YSC2015",18,"conference","2015-3",2
"tag","GenoFutureUK15",16,"conference","2015-3",2
"tag","OMGN15",14,"conference","2015-3",2
"tag","NGSUS15",13,"conference","2015-3",2
"tag","ACMG15",11,"conference","2015-3",2
"tag","ARUKConf",11,"conference","2015-3",2
"tag","CBWC2015",11,"conference","2015-3",2
"tag","AAPA2015",9,"conference","2015-3",2
"tag","ABRF2015",9,"conference","2015-3",2
"tag","ACMG2015",9,"conference","2015-3",2
"tag","EAU15",9,"conference","2015-3",2
"tag","PSAW2015",9,"conference","2015-3",2
"tag","quantgen15",9,"conference","2015-3",2
"tag","DROS2015",8,"conference","2015-3",2
"tag","FNA15",8,"conference","2015-3",2
"tag","EHGC15",7,"conference","2015-3",2
"tag","PMWC15",7,"conference","2015-3",2
"tag","WDSD15",7,"conference","2015-3",2
"tag","xgenseq15",7,"conference","2015-3",2
"tag","ACC15",6,"conference","2015-3",2
"tag","BioIT15",6,"conference","2015-3",2
"tag","DDL2015",6,"conference","2015-3",2
"tag","piday2015",6,"conference","2015-3",2
"tag","SXSW2015",6,"conference","2015-3",2
"tag","RareDiseaseDay2015",5,"conference","2015-3",2
"tag","rrd15",5,"conference","2015-3",2
"tag","abw4_et1509",4,"conference","2015-3",2
"tag","chembio2015",4,"conference","2015-3",2
"tag","CROPS2015",4,"conference","2015-3",2
"tag","eRNZ2015",4,"conference","2015-3",2
"tag","Medicine",435,"mesh","2015-3",2
"tag","Genome",184,"mesh","2015-3",2
"tag","Research",57,"mesh","2015-3",2
"tag","technology",42,"mesh","2015-3",2
"tag","proteomics",35,"mesh","2015-3",2
"tag","biotechnology",34,"mesh","2015-3",2
"tag","Privacy",28,"mesh","2015-3",2
"tag","environment",26,"mesh","2015-3",2
"tag","entrepreneurship",23,"mesh","2015-3",2
"tag","Exome",23,"mesh","2015-3",2
"tag","bioethics",20,"mesh","2015-3",2
"tag","Iceland",20,"mesh","2015-3",2
"tag","policy",20,"mesh","2015-3",2
"tag","Marketing",18,"mesh","2015-3",2
"tag","biosurveillance",17,"mesh","2015-3",2
"tag","animals",16,"mesh","2015-3",2
"tag","malaria",16,"mesh","2015-3",2
"tag","Vaccines",16,"mesh","2015-3",2
"tag","Brain",15,"mesh","2015-3",2
"tag","Epidemiology",15,"mesh","2015-3",2
"tag","Agriculture",14,"mesh","2015-3",2
"tag","humor",13,"mesh","2015-3",2
"tag","India",13,"mesh","2015-3",2
"tag","knowledge",13,"mesh","2015-3",2
"tag","diagnosis",11,"mesh","2015-3",2
"tag","education",11,"mesh","2015-3",2
"tag","Fertility",11,"mesh","2015-3",2
"tag","nature",11,"mesh","2015-3",2
"tag","robotics",11,"mesh","2015-3",2
"tag","aging",9,"mesh","2015-3",2
"tag","consensus",9,"mesh","2015-3",2
"tag","Dogs",9,"mesh","2015-3",2
"tag","engineering",9,"mesh","2015-3",2
"tag","Obesity",9,"mesh","2015-3",2
"tag","ethics",8,"mesh","2015-3",2
"tag","pediatrics",8,"mesh","2015-3",2
"tag","population",8,"mesh","2015-3",2
"tag","Boston",7,"mesh","2015-3",2
"tag","database",7,"mesh","2015-3",2
"tag","metagenome",7,"mesh","2015-3",2
"tag","nutrigenomics",7,"mesh","2015-3",2
"tag","Nutrition",7,"mesh","2015-3",2
"tag","ontario",7,"mesh","2015-3",2
"tag","chromatin",6,"mesh","2015-3",2
"tag","kidney",6,"mesh","2015-3",2
"tag","microbiology",6,"mesh","2015-3",2
"tag","patients",6,"mesh","2015-3",2
"tag","transcriptome",6,"mesh","2015-3",2
"tag","Trout",6,"mesh","2015-3",2
"tag","Tuberculosis",6,"mesh","2015-3",2
"tag","RareDiseases",182,"none","2015-3",2
"tag","SNRTG",175,"none","2015-3",2
"tag","G10K",156,"none","2015-3",2
"tag","fitness",143,"none","2015-3",2
"tag","workout",142,"none","2015-3",2
"tag","genomes100k",132,"none","2015-3",2
"tag","Sequencing",122,"none","2015-3",2
"tag","pm101",117,"none","2015-3",2
"tag","WearableTech",113,"none","2015-3",2
"tag","pharma",98,"none","2015-3",2
"tag","healthcare",92,"none","2015-3",2
"tag","EBM",90,"none","2015-3",2
"tag","mhealth",88,"none","2015-3",2
"tag","728x",80,"none","2015-3",2
"tag","CRISPR",75,"none","2015-3",2
"tag","NHS",75,"none","2015-3",2
"tag","Job",73,"none","2015-3",2
"tag","sxsw",73,"none","2015-3",2
"tag","Postdoc",72,"none","2015-3",2
"tag","publichealth",67,"none","2015-3",2
"tag","NIH",64,"none","2015-3",2
"tag","WGS",64,"none","2015-3",2
"tag","HealthIT",63,"none","2015-3",2
"tag","sgmbham",63,"none","2015-3",2
"tag","Genomic",61,"none","2015-3",2
"tag","Data",59,"none","2015-3",2
"tag","genetic",56,"none","2015-3",2
"tag","hadoop",54,"none","2015-3",2
"tag","GeneTherapy",52,"none","2015-3",2
"tag","MOOC",52,"none","2015-3",2
"tag","DataCGen",50,"none","2015-3",2
"tag","socialinsect",50,"none","2015-3",2
"top_twitterer","GenomicsRR",6824,"none","2015-4",3
"top_twitterer","Paul_Sonnier",1476,"none","2015-4",3
"top_twitterer","EricTopol",1232,"none","2015-4",3
"top_twitterer","startupcrunch",958,"none","2015-4",3
"top_twitterer","SeqComplete",792,"none","2015-4",3
"top_twitterer","NoSQLDigest",740,"none","2015-4",3
"top_twitterer","SNRTG",695,"none","2015-4",3
"top_twitterer","cathcoste",624,"none","2015-4",3
"top_twitterer","Primary_Immune1",617,"none","2015-4",3
"top_twitterer","Genomicswatch",584,"none","2015-4",3
"top_twitterer","DellHealth",558,"none","2015-4",3
"top_twitterer","GenomeBiology",522,"none","2015-4",3
"top_twitterer","NatureRevGenet",519,"none","2015-4",3
"top_twitterer","DrKhouryCDC",514,"none","2015-4",3
"top_hashtag","RareDisease",810,"none","2015-4",3
"top_hashtag","cancer",794,"none","2015-4",3
"top_hashtag","PrecisionMedicine",550,"none","2015-4",3
"top_hashtag","DigitalHealth",543,"none","2015-4",3
"top_hashtag","biotech",539,"none","2015-4",3
"top_hashtag","bioinformatics",325,"none","2015-4",3
"top_hashtag","DNADay",288,"none","2015-4",3
"top_hashtag","GBDM",275,"none","2015-4",3
"top_hashtag","NGS",260,"none","2015-4",3
"top_hashtag","SNRTG",248,"none","2015-4",3
"top_hashtag","healthcare",185,"none","2015-4",3
"top_hashtag","AACR15",180,"none","2015-4",3
"top_hashtag","WearableTech",159,"none","2015-4",3
"top_hashtag","Medicine",150,"none","2015-4",3
"tag","AACR15",180,"conference","2015-4",3
"tag","bioit15",142,"conference","2015-4",3
"tag","himss15",140,"conference","2015-4",3
"tag","genetics15",57,"conference","2015-4",3
"tag","Genome15",33,"conference","2015-4",3
"tag","PMWCUK15",26,"conference","2015-4",3
"tag","ECCMID2015",24,"conference","2015-4",3
"tag","DNADay2015",21,"conference","2015-4",3
"tag","PMWC15",19,"conference","2015-4",3
"tag","uaem2015",19,"conference","2015-4",3
"tag","2015NOHC",13,"conference","2015-4",3
"tag","AMIGOS15",12,"conference","2015-4",3
"tag","GCD15",12,"conference","2015-4",3
"tag","DNAday15",10,"conference","2015-4",3
"tag","FNA15",10,"conference","2015-4",3
"tag","GSS15",10,"conference","2015-4",3
"tag","ahcj15",9,"conference","2015-4",3
"tag","Build2015",9,"conference","2015-4",3
"tag","elite2015",8,"conference","2015-4",3
"tag","GRD15",8,"conference","2015-4",3
"tag","NGSUS15",8,"conference","2015-4",3
"tag","RIMS2015",8,"conference","2015-4",3
"tag","BIOVISION2015",7,"conference","2015-4",3
"tag","gib15",7,"conference","2015-4",3
"tag","ANIA15",6,"conference","2015-4",3
"tag","BOG15",6,"conference","2015-4",3
"tag","ILC2015",6,"conference","2015-4",3
"tag","SBBUK15",6,"conference","2015-4",3
"tag","xgenseq15",6,"conference","2015-4",3
"tag","AACR2015",5,"conference","2015-4",3
"tag","AGINDIA2015",5,"conference","2015-4",3
"tag","CHIWPC15",5,"conference","2015-4",3
"tag","cpc15",5,"conference","2015-4",3
"tag","gbcgf2015",5,"conference","2015-4",3
"tag","RCPCH15",5,"conference","2015-4",3
"tag","AAASmtg",4,"conference","2015-4",3
"tag","CARTaGENE2015",4,"conference","2015-4",3
"tag","EBM2015",4,"conference","2015-4",3
"tag","i2summit15",4,"conference","2015-4",3
"tag","JGI2015",4,"conference","2015-4",3
"tag","Myeloma2015",4,"conference","2015-4",3
"tag","OC15Europe",4,"conference","2015-4",3
"tag","BCATS2015",3,"conference","2015-4",3
"tag","BSAS2015",3,"conference","2015-4",3
"tag","camconf",3,"conference","2015-4",3
"tag","CROPS15",3,"conference","2015-4",3
"tag","EFAMedConf",3,"conference","2015-4",3
"tag","GSAus2015",3,"conference","2015-4",3
"tag","khp2015",3,"conference","2015-4",3
"tag","LBBCConf2015",3,"conference","2015-4",3
"tag","Medicine",150,"mesh","2015-4",3
"tag","Genome",98,"mesh","2015-4",3
"tag","research",68,"mesh","2015-4",3
"tag","policy",38,"mesh","2015-4",3
"tag","ethics",28,"mesh","2015-4",3
"tag","technology",27,"mesh","2015-4",3
"tag","nutrigenomics",24,"mesh","2015-4",3
"tag","malaria",22,"mesh","2015-4",3
"tag","epigenomics",21,"mesh","2015-4",3
"tag","environment",20,"mesh","2015-4",3
"tag","Boston",17,"mesh","2015-4",3
"tag","Proteomics",17,"mesh","2015-4",3
"tag","biotechnology",16,"mesh","2015-4",3
"tag","Immunotherapy",16,"mesh","2015-4",3
"tag","melanoma",15,"mesh","2015-4",3
"tag","bioethics",14,"mesh","2015-4",3
"tag","Disease",14,"mesh","2015-4",3
"tag","agriculture",12,"mesh","2015-4",3
"tag","diagnosis",12,"mesh","2015-4",3
"tag","Dogs",12,"mesh","2015-4",3
"tag","education",12,"mesh","2015-4",3
"tag","Nutrition",12,"mesh","2015-4",3
"tag","entrepreneurship",11,"mesh","2015-4",3
"tag","fungi",11,"mesh","2015-4",3
"tag","Progeria",11,"mesh","2015-4",3
"tag","China",10,"mesh","2015-4",3
"tag","ferrets",10,"mesh","2015-4",3
"tag","architecture",9,"mesh","2015-4",3
"tag","Obesity",9,"mesh","2015-4",3
"tag","pathology",9,"mesh","2015-4",3
"tag","schizophrenia",9,"mesh","2015-4",3
"tag","Asthma",8,"mesh","2015-4",3
"tag","Bacteria",8,"mesh","2015-4",3
"tag","Exome",8,"mesh","2015-4",3
"tag","informatics",8,"mesh","2015-4",3
"tag","Leadership",8,"mesh","2015-4",3
"tag","radiology",8,"mesh","2015-4",3
"tag","Color",7,"mesh","2015-4",3
"tag","crowdsourcing",7,"mesh","2015-4",3
"tag","Epidemiology",7,"mesh","2015-4",3
"tag","marketing",7,"mesh","2015-4",3
"tag","plants",7,"mesh","2015-4",3
"tag","adoption",6,"mesh","2015-4",3
"tag","africa",6,"mesh","2015-4",3
"tag","food",6,"mesh","2015-4",3
"tag","microbiology",6,"mesh","2015-4",3
"tag","Qatar",6,"mesh","2015-4",3
"tag","Sweden",6,"mesh","2015-4",3
"tag","Australia",5,"mesh","2015-4",3
"tag","bioengineering",5,"mesh","2015-4",3
"tag","PersonalizedMedicine",149,"none","2015-4",3
"tag","fitness",145,"none","2015-4",3
"tag","mHealth",142,"none","2015-4",3
"tag","mydnafitness",138,"none","2015-4",3
"tag","future",137,"none","2015-4",3
